date,nav
2021-12-15,17526.349609375
2021-12-16,17539.30078125
2021-12-17,17249.0
2021-12-20,16856.19921875
2021-12-21,17037.75
2021-12-22,17232.80078125
2021-12-23,17360.650390625
2021-12-24,17273.650390625
2021-12-27,17351.80078125
2021-12-28,17501.75
2021-12-29,17478.80078125
2021-12-30,17449.30078125
2021-12-31,17618.80078125
2022-01-03,17874.0
2022-01-04,18030.94921875
2022-01-05,18147.5
2022-01-06,17985.599609375
2022-01-07,18053.94921875
2022-01-10,18229.099609375
2022-01-11,18275.150390625
2022-01-12,18430.25
2022-01-13,18482.44921875
2022-01-14,18485.69921875
2022-01-17,18543.19921875
2022-01-18,18331.69921875
2022-01-19,18179.69921875
2022-01-20,18021.099609375
2022-01-21,17856.150390625
2022-01-24,17353.44921875
2022-01-25,17489.150390625
2022-01-27,17302.349609375
2022-01-28,17314.69921875
2022-01-31,17547.400390625
2022-02-01,17796.25
2022-02-02,17998.75
2022-02-03,17794.69921875
2022-02-04,17755.30078125
2022-02-07,17477.650390625
2022-02-08,17509.80078125
2022-02-09,17707.849609375
2022-02-10,17842.900390625
2022-02-11,17606.599609375
2022-02-14,17060.69921875
2022-02-15,17560.55078125
2022-02-16,17530.650390625
2022-02-17,17524.44921875
2022-02-18,17472.900390625
2022-02-21,17379.099609375
2022-02-22,17276.5
2022-02-23,17273.44921875
2022-02-24,16428.05078125
2022-02-25,16872.349609375
2022-02-28,17016.55078125
2022-03-02,16855.69921875
2022-03-03,16761.599609375
2022-03-04,16482.849609375
2022-03-07,16086.9501953125
2022-03-08,16251.650390625
2022-03-09,16571.55078125
2022-03-10,16835.5
2022-03-11,16877.69921875
2022-03-14,17076.599609375
2022-03-15,16873.44921875
2022-03-16,17198.0
2022-03-17,17505.400390625
2022-03-21,17323.650390625
2022-03-22,17499.19921875
2022-03-23,17446.05078125
2022-03-24,17429.94921875
2022-03-25,17370.5
2022-03-28,17422.150390625
2022-03-29,17523.599609375
2022-03-30,17684.30078125
2022-03-31,17660.349609375
2022-04-01,17879.5
2022-04-04,18256.099609375
2022-04-05,18195.099609375
2022-04-06,18075.099609375
2022-04-07,17920.80078125
2022-04-08,18089.30078125
2022-04-11,18032.400390625
2022-04-12,17877.55078125
2022-04-13,17835.19921875
2022-04-18,17565.94921875
2022-04-19,17330.400390625
2022-04-20,17496.650390625
2022-04-21,17750.19921875
2022-04-22,17541.099609375
2022-04-25,17300.349609375
2022-04-26,17577.80078125
2022-04-27,17398.55078125
2022-04-28,17615.400390625
2022-04-29,17457.19921875
2022-05-02,17419.44921875
2022-05-04,17004.05078125
2022-05-05,17016.599609375
2022-05-06,16729.55078125
2022-05-09,16581.80078125
2022-05-10,16466.25
2022-05-11,16399.69921875
2022-05-12,16023.900390625
2022-05-13,15986.5
2022-05-16,16079.0
2022-05-17,16498.5
2022-05-18,16485.80078125
2022-05-19,16047.349609375
2022-05-20,16476.69921875
2022-05-23,16409.75
2022-05-24,16312.2998046875
2022-05-25,16187.150390625
2022-05-26,16341.900390625
2022-05-27,16516.80078125
2022-05-30,16838.150390625
2022-05-31,16767.5
2022-06-01,16688.94921875
2022-06-02,16794.75
2022-06-03,16721.5
2022-06-06,16701.19921875
2022-06-07,16550.69921875
2022-06-08,16492.19921875
2022-06-09,16616.400390625
2022-06-10,16353.5
2022-06-13,15936.0498046875
2022-06-14,15905.599609375
2022-06-15,15874.900390625
2022-06-16,15543.349609375
2022-06-17,15445.7998046875
2022-06-20,15481.9501953125
2022-06-21,15793.150390625
2022-06-22,15555.2998046875
2022-06-23,15704.7998046875
2022-06-24,15858.2998046875
2022-06-27,15990.2998046875
2022-06-28,16008.849609375
2022-06-29,15952.75
2022-06-30,15929.400390625
2022-07-01,15925.9501953125
2022-07-04,16018.150390625
2022-07-05,16001.599609375
2022-07-06,16196.25
2022-07-07,16339.099609375
2022-07-08,16424.0
2022-07-11,16465.099609375
2022-07-12,16323.5
2022-07-13,16237.25
2022-07-14,16213.0498046875
2022-07-15,16317.2001953125
2022-07-18,16548.150390625
2022-07-19,16614.05078125
2022-07-20,16773.69921875
2022-07-21,16881.69921875
2022-07-22,16970.69921875
2022-07-25,16892.099609375
2022-07-26,16733.30078125
2022-07-27,16889.55078125
2022-07-28,17169.69921875
2022-07-29,17400.75
2022-08-01,17598.80078125
2022-08-02,17618.25
2022-08-03,17646.0
2022-08-04,17652.94921875
2022-08-05,17655.5
2022-08-08,17784.80078125
2022-08-10,17784.900390625
2022-08-11,17913.94921875
2022-08-12,17956.80078125
2022-08-16,18107.25
2022-08-17,18235.55078125
2022-08-18,18264.400390625
2022-08-19,18071.099609375
2022-08-22,17792.44921875
2022-08-23,17878.400390625
2022-08-24,17917.30078125
2022-08-25,17847.650390625
2022-08-26,17893.80078125
2022-08-29,17666.44921875
2022-08-30,18112.400390625
2022-09-01,17924.30078125
2022-09-02,17916.0
2022-09-05,18021.650390625
2022-09-06,18031.30078125
2022-09-07,18008.099609375
2022-09-08,18168.849609375
2022-09-09,18198.099609375
2022-09-12,18319.80078125
2022-09-13,18453.69921875
2022-09-14,18405.599609375
2022-09-15,18316.900390625
2022-09-16,17938.099609375
2022-09-19,18025.25
2022-09-20,18222.099609375
2022-09-21,18091.900390625
2022-09-22,18030.400390625
2022-09-23,17718.44921875
2022-09-26,17374.80078125
2022-09-27,17366.400390625
2022-09-28,17219.55078125
2022-09-29,17167.75
2022-09-30,17438.599609375
2022-10-03,17190.900390625
2022-10-04,17589.30078125
2022-10-06,17662.80078125
2022-10-07,17641.44921875
2022-10-10,17553.150390625
2022-10-11,17285.849609375
2022-10-12,17423.400390625
2022-10-13,17302.150390625
2022-10-14,17432.55078125
2022-10-17,17560.5
2022-10-18,17741.19921875
2022-10-19,17756.25
2022-10-20,17829.44921875
2022-10-21,17808.80078125
2022-10-24,17951.30078125
2022-10-25,17887.400390625
2022-10-27,17989.0
2022-10-28,18017.19921875
2022-10-31,18243.400390625
2022-11-01,18383.19921875
2022-11-02,18322.400390625
2022-11-03,18297.400390625
2022-11-04,18361.44921875
2022-11-07,18450.150390625
2022-11-09,18406.25
2022-11-10,18267.099609375
2022-11-11,18573.349609375
2022-11-14,18568.400390625
2022-11-15,18635.400390625
2022-11-16,18615.5
2022-11-17,18532.44921875
2022-11-18,18483.19921875
2022-11-21,18334.650390625
2022-11-22,18407.5
2022-11-23,18433.80078125
2022-11-24,18627.25
2022-11-25,18652.05078125
2022-11-28,18696.75
2022-11-29,18758.349609375
2022-11-30,18919.55078125
2022-12-01,18973.05078125
2022-12-02,18870.25
2022-12-05,18867.650390625
2022-12-06,18821.55078125
2022-12-07,18754.0
2022-12-08,18802.0
2022-12-09,18687.650390625
2022-12-12,18690.80078125
2022-12-13,18781.650390625
2022-12-14,18837.25
2022-12-15,18604.44921875
2022-12-16,18446.30078125
2022-12-19,18604.5
2022-12-20,18570.400390625
2022-12-21,18361.150390625
2022-12-22,18277.849609375
2022-12-23,17888.05078125
2022-12-27,18263.55078125
2022-12-28,18270.94921875
2022-12-29,18343.599609375
2022-12-30,18258.75
2023-01-02,18334.30078125
2023-01-03,18376.5
2023-01-04,18173.44921875
2023-01-05,18150.0
2023-01-06,18013.94921875
2023-01-09,18248.55078125
2023-01-10,18081.0
2023-01-11,18054.30078125
2023-01-12,18028.30078125
2023-01-13,18126.25
2023-01-16,18074.19921875
2023-01-17,18216.400390625
2023-01-18,18307.400390625
2023-01-19,18244.75
2023-01-20,18169.44921875
2023-01-23,18249.349609375
2023-01-24,18245.349609375
2023-01-25,17974.349609375
2023-01-27,17594.5
2023-01-30,17571.849609375
2023-01-31,17601.0
2023-02-01,17516.150390625
2023-02-02,17490.30078125
2023-02-03,17687.349609375
2023-02-06,17611.44921875
2023-02-07,17569.69921875
2023-02-08,17719.849609375
2023-02-09,17723.849609375
2023-02-10,17685.44921875
2023-02-13,17575.150390625
2023-02-14,17702.349609375
2023-02-15,17786.900390625
2023-02-16,17814.900390625
2023-02-17,17721.05078125
2023-02-20,17626.900390625
2023-02-21,17604.400390625
2023-02-22,17335.0
2023-02-23,17286.30078125
2023-02-24,17242.150390625
2023-02-27,17156.150390625
2023-02-28,17083.80078125
2023-03-01,17238.44921875
2023-03-02,17129.650390625
2023-03-03,17385.94921875
2023-03-06,17506.30078125
2023-03-08,17552.94921875
2023-03-09,17398.30078125
2023-03-10,17244.30078125
2023-03-13,16997.30078125
2023-03-14,16887.05078125
2023-03-15,16825.05078125
2023-03-16,16852.25
2023-03-17,16964.80078125
2023-03-20,16852.900390625
2023-03-21,16970.5
2023-03-22,17026.19921875
2023-03-23,16958.150390625
2023-03-24,16831.80078125
2023-03-27,16849.30078125
2023-03-28,16795.349609375
2023-03-29,16918.05078125
2023-03-31,17186.150390625
2023-04-03,17224.75
2023-04-05,17373.94921875
2023-04-06,17414.650390625
2023-04-10,17446.30078125
2023-04-11,17540.80078125
2023-04-12,17626.900390625
2023-04-13,17635.150390625
2023-04-17,17543.44921875
2023-04-18,17510.849609375
2023-04-19,17455.44921875
2023-04-20,17459.849609375
2023-04-21,17455.25
2023-04-24,17564.400390625
2023-04-25,17600.05078125
2023-04-26,17645.55078125
2023-04-27,17739.94921875
2023-04-28,17903.94921875
2023-05-02,17989.30078125
2023-05-03,17941.099609375
2023-05-04,18099.75
2023-05-05,17939.25
2023-05-08,18118.5
2023-05-09,18114.05078125
2023-05-10,18170.849609375
2023-05-11,18174.25
2023-05-12,18181.94921875
2023-05-15,18258.099609375
2023-05-16,18162.25
2023-05-17,18056.69921875
2023-05-18,17985.75
2023-05-19,18060.349609375
2023-05-22,18180.900390625
2023-05-23,18219.80078125
2023-05-24,18170.0
2023-05-25,18213.599609375
2023-05-26,18393.05078125
2023-05-29,18490.25
2023-05-30,18516.94921875
2023-05-31,18438.30078125
2023-06-01,18405.69921875
2023-06-02,18457.0
2023-06-05,18513.849609375
2023-06-06,18527.849609375
2023-06-07,18659.650390625
2023-06-08,18562.94921875
2023-06-09,18502.099609375
2023-06-12,18545.80078125
2023-06-13,18668.0
2023-06-14,18705.25
2023-06-15,18653.599609375
2023-06-16,18798.55078125
2023-06-19,18732.80078125
2023-06-20,18794.599609375
2023-06-21,18827.80078125
2023-06-22,18722.69921875
2023-06-23,18595.75
2023-06-26,18632.75
2023-06-27,18751.30078125
2023-06-28,18901.19921875
2023-06-30,19099.55078125
2023-07-03,19223.849609375
2023-07-04,19270.55078125
2023-07-05,19297.94921875
2023-07-06,19397.099609375
2023-07-07,19233.599609375
2023-07-10,19239.80078125
2023-07-11,19333.599609375
2023-07-12,19293.69921875
2023-07-13,19304.849609375
2023-07-14,19454.0
2023-07-17,19584.80078125
2023-07-18,19605.849609375
2023-07-19,19690.69921875
2023-07-20,19811.900390625
2023-07-21,19602.599609375
2023-07-24,19540.44921875
2023-07-25,19566.900390625
2023-07-26,19662.0
2023-07-27,19566.69921875
2023-07-28,19580.650390625
2023-07-31,19679.349609375
2023-08-01,19659.849609375
2023-08-02,19447.099609375
2023-08-03,19310.900390625
2023-08-04,19448.75
2023-08-07,19521.849609375
2023-08-08,19497.44921875
2023-08-09,19554.75
2023-08-10,19463.099609375
2023-08-11,19359.0
2023-08-14,19330.80078125
2023-08-16,19358.05078125
2023-08-17,19264.599609375
2023-08-18,19209.349609375
2023-08-21,19303.400390625
2023-08-22,19325.44921875
2023-08-23,19362.55078125
2023-08-24,19323.349609375
2023-08-25,19193.900390625
2023-08-28,19243.650390625
2023-08-29,19291.25
2023-08-30,19307.5
2023-08-31,19204.80078125
2023-09-01,19382.94921875
2023-09-04,19485.5
2023-09-05,19531.19921875
2023-09-06,19578.25
2023-09-07,19690.5
2023-09-08,19789.30078125
2023-09-11,19970.80078125
2023-09-12,19905.19921875
2023-09-13,19977.80078125
2023-09-14,20024.80078125
2023-09-15,20108.400390625
2023-09-18,20056.150390625
2023-09-20,19832.599609375
2023-09-21,19674.80078125
2023-09-22,19614.19921875
2023-09-25,19606.849609375
2023-09-26,19606.05078125
2023-09-27,19654.94921875
2023-09-28,19451.650390625
2023-09-29,19577.05078125
2023-10-03,19492.69921875
2023-10-04,19376.25
2023-10-05,19476.05078125
2023-10-06,19584.44921875
2023-10-09,19428.900390625
2023-10-10,19616.55078125
2023-10-11,19736.80078125
2023-10-12,19728.099609375
2023-10-13,19691.69921875
2023-10-16,19680.650390625
2023-10-17,19758.900390625
2023-10-18,19611.349609375
2023-10-19,19562.30078125
2023-10-20,19468.400390625
2023-10-23,19189.099609375
2023-10-25,19034.400390625
2023-10-26,18780.599609375
2023-10-27,18996.099609375
2023-10-30,19080.849609375
2023-10-31,19035.349609375
2023-11-01,18942.30078125
2023-11-02,19107.25
2023-11-03,19222.099609375
2023-11-06,19399.099609375
2023-11-07,19416.80078125
2023-11-08,19470.099609375
2023-11-09,19413.80078125
2023-11-10,19444.80078125
2023-11-13,19475.69921875
2023-11-15,19698.400390625
2023-11-16,19785.849609375
2023-11-17,19773.44921875
2023-11-20,19730.69921875
2023-11-21,19806.400390625
2023-11-22,19818.900390625
2023-11-23,19819.400390625
2023-11-24,19812.099609375
2023-11-28,19938.400390625
2023-11-29,20136.19921875
2023-11-30,20201.0
2023-12-01,20339.44921875
2023-12-04,20757.94921875
2023-12-05,20949.25
2023-12-06,21074.150390625
2023-12-07,21076.349609375
2023-12-08,21107.19921875
2023-12-11,21161.69921875
2023-12-12,21058.25
2023-12-13,21099.599609375
2023-12-14,21364.30078125
2023-12-15,21595.5
2023-12-18,21585.25
2023-12-19,21622.94921875
2023-12-20,21267.349609375
2023-12-21,21402.150390625
2023-12-22,21508.849609375
2023-12-26,21617.05078125
2023-12-27,21815.44921875
2023-12-28,21931.75
2023-12-29,21918.80078125
2024-01-02,21865.25
2024-01-03,21771.400390625
2024-01-04,21934.400390625
2024-01-05,21974.599609375
2024-01-08,21770.75
2024-01-09,21815.150390625
2024-01-10,21885.80078125
2024-01-11,21942.150390625
2024-01-12,22159.25
2024-01-15,22338.75
2024-01-16,22274.599609375
2024-01-17,21839.94921875
2024-01-18,21730.099609375
2024-01-19,21916.0
2024-01-23,21506.80078125
2024-01-24,21746.0
2024-01-25,21666.5
2024-01-29,22041.599609375
2024-01-30,21846.19921875
2024-01-31,22051.55078125
2024-02-01,22039.599609375
2024-02-02,22199.0
2024-02-05,22113.400390625
2024-02-06,22299.30078125
2024-02-07,22363.69921875
2024-02-08,22202.75
2024-02-09,22247.55078125
2024-02-12,22042.099609375
2024-02-13,22181.599609375
2024-02-14,22313.400390625
2024-02-15,22405.55078125
2024-02-16,22540.900390625
2024-02-20,22685.650390625
2024-02-21,22547.599609375
2024-02-22,22725.400390625
2024-02-23,22734.30078125
2024-02-26,22667.75
2024-02-27,22722.30078125
2024-02-28,22457.650390625
2024-02-29,22526.30078125
2024-03-01,22862.05078125
2024-03-04,22944.80078125
2024-03-05,22900.650390625
2024-03-06,22988.349609375
2024-03-07,23036.05078125
2024-03-11,22895.44921875
2024-03-12,22840.900390625
2024-03-13,22399.0
2024-03-14,22623.69921875
2024-03-15,22494.69921875
2024-03-18,22541.150390625
2024-03-19,22274.650390625
2024-03-20,22307.75
2024-03-21,22538.900390625
2024-03-22,22633.80078125
2024-03-26,22601.349609375
2024-03-27,22698.5
2024-03-28,22920.69921875
2024-04-01,23107.150390625
2024-04-02,23138.55078125
2024-04-03,23136.599609375
2024-04-04,23206.0
2024-04-05,23240.55078125
2024-04-08,23380.30078125
2024-04-09,23348.900390625
2024-04-10,23474.69921875
2024-04-12,23254.900390625
2024-04-15,22967.099609375
2024-04-16,22870.30078125
2024-04-18,22740.19921875
2024-04-19,22859.80078125
2024-04-22,23078.900390625
2024-04-23,23116.0
2024-04-24,23167.80078125
2024-04-25,23329.80078125
2024-04-26,23232.099609375
2024-04-29,23443.80078125
2024-04-30,23436.5
2024-05-02,23541.30078125
2024-05-03,23382.75
2024-05-06,23297.75
2024-05-07,23103.75
2024-05-08,23166.0
2024-05-09,22790.19921875
2024-05-10,22909.099609375
2024-05-13,22956.349609375
2024-05-14,23118.19921875
2024-05-15,23133.849609375
2024-05-16,23343.55078125
2024-05-17,23444.30078125
2024-05-21,23569.900390625
2024-05-22,23633.900390625
2024-05-23,23982.349609375
2024-05-24,23980.099609375
2024-05-27,23959.849609375
2024-05-28,23873.900390625
2024-05-29,23687.69921875
2024-05-30,23466.30078125
2024-05-31,23518.05078125
2024-06-03,24344.19921875
2024-06-04,22739.599609375
2024-06-05,23550.75
2024-06-06,23806.94921875
2024-06-07,24266.05078125
2024-06-10,24271.150390625
2024-06-11,24271.05078125
2024-06-12,24348.80078125
2024-06-13,24449.5
2024-06-14,24571.650390625
2024-06-18,24683.55078125
2024-06-19,24599.900390625
2024-06-20,24649.849609375
2024-06-21,24555.5
2024-06-24,24621.599609375
2024-06-25,24757.80078125
2024-06-26,24867.150390625
2024-06-27,25026.55078125
2024-06-28,25007.25
2024-07-01,25155.69921875
2024-07-02,25120.099609375
2024-07-03,25306.900390625
2024-07-04,25342.55078125
2024-07-05,25391.25
2024-07-08,25393.55078125
2024-07-09,25515.099609375
2024-07-10,25425.650390625
2024-07-11,25433.75
2024-07-12,25577.30078125
2024-07-15,25696.05078125
2024-07-16,25679.099609375
2024-07-18,25784.80078125
2024-07-19,25450.849609375
2024-07-22,25490.400390625
2024-07-23,25419.599609375
2024-07-24,25389.0
2024-07-25,25407.5
2024-07-26,25841.900390625
2024-07-29,25901.94921875
2024-07-30,25914.099609375
2024-07-31,26025.599609375
2024-08-01,26057.80078125
2024-08-02,25771.900390625
2024-08-05,25043.05078125
2024-08-06,24940.75
2024-08-07,25349.0
2024-08-08,25161.25
2024-08-09,25425.400390625
2024-08-12,25386.05078125
2024-08-13,25155.150390625
2024-08-14,25160.650390625
2024-08-16,25578.5
2024-08-19,25638.19921875
2024-08-20,25782.349609375
2024-08-21,25853.19921875
2024-08-22,25910.44921875
2024-08-23,25905.94921875
2024-08-26,26076.80078125
2024-08-27,26083.150390625
2024-08-28,26116.80078125
2024-08-29,26188.900390625
2024-08-30,26274.349609375
2024-09-02,26335.0
2024-09-03,26341.69921875
2024-09-04,26275.75
2024-09-05,26239.099609375
2024-09-06,25928.55078125
2024-09-09,26011.25
2024-09-10,26115.19921875
2024-09-11,25987.80078125
2024-09-12,26461.099609375
2024-09-13,26419.900390625
2024-09-16,26453.400390625
2024-09-17,26471.30078125
2024-09-18,26420.150390625
2024-09-19,26425.25
2024-09-20,26821.0
2024-09-23,27024.099609375
2024-09-24,27027.5
2024-09-25,27051.650390625
2024-09-26,27256.25
2024-09-27,27253.849609375
2024-09-30,26890.150390625
2024-10-01,26885.25
2024-10-03,26305.25
2024-10-04,26056.0
2024-10-07,25749.650390625
2024-10-08,26057.349609375
2024-10-09,26076.599609375
2024-10-10,26079.44921875
2024-10-11,26054.099609375
2024-10-14,26197.900390625
2024-10-15,26149.099609375
2024-10-16,26058.099609375
2024-10-17,25765.349609375
2024-10-18,25853.80078125
2024-10-21,25739.5
2024-10-22,25348.05078125
2024-10-23,25320.650390625
2024-10-24,25275.5
2024-10-25,25022.19921875
2024-10-28,25175.19921875
2024-10-29,25321.30078125
2024-10-30,25195.05078125
2024-10-31,25059.5
2024-11-01,25184.599609375
2024-11-04,24857.75
2024-11-05,25060.80078125
2024-11-06,25403.150390625
2024-11-07,25110.69921875
2024-11-08,25002.94921875
2024-11-11,25013.30078125
2024-11-12,24715.55078125
2024-11-13,24347.0
2024-11-14,24366.05078125
2024-11-18,24301.0
2024-11-19,24374.69921875
2024-11-21,24135.099609375
2024-11-22,24655.349609375
2024-11-25,24993.650390625
2024-11-26,24983.099609375
2024-11-27,25115.150390625
2024-11-28,24836.25
2024-11-29,25053.94921875
2024-12-02,25198.150390625
2024-12-03,25393.25
2024-12-04,25428.400390625
2024-12-05,25657.849609375
2024-12-06,25663.900390625
2024-12-09,25594.19921875
2024-12-10,25600.19921875
2024-12-11,25635.05078125
2024-12-12,25546.400390625
2024-12-13,25724.599609375
2024-12-16,25652.849609375
2024-12-17,25321.650390625
2024-12-18,25137.599609375
2024-12-19,24884.94921875
2024-12-20,24448.849609375
2024-12-23,24599.75
2024-12-24,24572.5
2024-12-26,24611.349609375
2024-12-27,24632.0
2024-12-30,24500.75
2024-12-31,24495.55078125
2025-01-02,25028.80078125
2025-01-03,24879.849609375
2025-01-06,24404.599609375
2025-01-07,24478.099609375
2025-01-08,24426.0
2025-01-09,24232.30078125
2025-01-10,24064.75
2025-01-13,23586.80078125
2025-01-14,23770.599609375
2025-01-15,23839.25
2025-01-16,23984.55078125
2025-01-17,23926.0
2025-01-20,24048.80078125
2025-01-21,23664.75
2025-01-22,23738.400390625
2025-01-23,23823.25
2025-01-24,23660.19921875
2025-01-27,23319.94921875
2025-01-28,23440.05078125
2025-01-29,23696.25
2025-01-30,23772.5
2025-01-31,24053.44921875
2025-02-03,23896.150390625
2025-02-04,24279.650390625
2025-02-05,24271.349609375
2025-02-06,24161.0
2025-02-07,24125.5
2025-02-10,23897.0
2025-02-11,23530.80078125
2025-02-12,23508.349609375
2025-02-13,23504.849609375
2025-02-14,23325.150390625
2025-02-17,23343.150390625
2025-02-18,23331.400390625
2025-02-19,23368.55078125
2025-02-20,23411.400390625
2025-02-21,23274.05078125
2025-02-24,23021.69921875
2025-02-25,22987.150390625
2025-02-27,22948.30078125
2025-02-28,22479.44921875
2025-03-03,22514.19921875
2025-03-04,22504.900390625
2025-03-05,22818.80078125
2025-03-06,23038.80078125
2025-03-07,23027.69921875
2025-03-10,22890.75
2025-03-11,22942.69921875
2025-03-12,22919.900390625
2025-03-13,22837.849609375
2025-03-17,22960.80078125
2025-03-18,23340.400390625
2025-03-19,23468.349609375
2025-03-20,23730.69921875
2025-03-21,23902.099609375
2025-03-24,24214.19921875
2025-03-25,24159.900390625
2025-03-26,23990.400390625
2025-03-27,24145.05078125
2025-03-28,24057.349609375
2025-04-01,23713.80078125
2025-04-02,23901.849609375
2025-04-03,23833.30078125
2025-04-04,23433.25
2025-04-07,22677.900390625
2025-04-08,23077.650390625
2025-04-09,22952.44921875
2025-04-11,23369.25
2025-04-15,23917.400390625
2025-04-16,24037.25
2025-04-17,24418.349609375
2025-04-21,24725.80078125
2025-04-22,24770.44921875
2025-04-23,24937.0
2025-04-24,24860.900390625
2025-04-25,24581.30078125
2025-04-28,24874.0
2025-04-29,24870.400390625
2025-04-30,24843.80078125
2025-05-02,24849.19921875
2025-05-05,25010.19921875
2025-05-06,24837.44921875
2025-05-07,24887.19921875
2025-05-08,24678.0
2025-05-09,24437.55078125
2025-05-12,25381.400390625
2025-05-13,25087.099609375
2025-05-14,25193.30078125
2025-05-15,25573.05078125
2025-05-16,25593.099609375
2025-05-19,25551.5
2025-05-20,25248.650390625
2025-05-21,25409.099609375
2025-05-22,25221.900390625
2025-05-23,25453.0
2025-05-26,25596.5
2025-05-27,25436.349609375
2025-05-28,25361.099609375
2025-05-29,25436.30078125
2025-05-30,25344.25
2025-06-02,25333.650390625
2025-06-03,25162.05078125
2025-06-04,25240.650390625
2025-06-05,25369.75
2025-06-06,25638.80078125
2025-06-09,25779.44921875
2025-06-10,25785.5
2025-06-11,25807.099609375
2025-06-12,25511.55078125
2025-06-13,25331.349609375
2025-06-16,25556.75
2025-06-17,25446.69921875
2025-06-18,25398.05078125
2025-06-19,25320.44921875
2025-06-20,25648.80078125
2025-06-23,25532.94921875
2025-06-24,25631.599609375
2025-06-25,25822.349609375
2025-06-26,26121.099609375
2025-06-27,26223.599609375
2025-06-30,26139.5
2025-07-01,26156.099609375
2025-07-02,26068.05078125
2025-07-03,26003.0
2025-07-04,26066.650390625
2025-07-07,26074.55078125
2025-07-08,26126.05078125
2025-07-09,26084.0
2025-07-10,25971.349609375
2025-07-11,25760.80078125
2025-07-14,25724.150390625
2025-07-15,25849.150390625
2025-07-16,25872.19921875
2025-07-17,25776.44921875
2025-07-18,25623.5
2025-07-21,25745.349609375
2025-07-22,25703.900390625
2025-07-23,25846.0
2025-07-24,25701.900390625
2025-07-25,25442.099609375
2025-07-28,25285.0
2025-07-29,25443.650390625
2025-07-30,25476.05078125
2025-07-31,25380.5
2025-08-01,25149.599609375
2025-08-04,25330.19921875
2025-08-05,25257.94921875
2025-08-06,25156.349609375
2025-08-07,25185.150390625
2025-08-08,24934.05078125
2025-08-11,25172.19921875
2025-08-12,25085.400390625
2025-08-13,25223.25
2025-08-14,25226.25
2025-08-18,25492.349609375
2025-08-19,25613.30078125
2025-08-20,25689.30078125
2025-08-21,25705.099609375
2025-08-22,25495.599609375
2025-08-25,25589.69921875
2025-08-26,25313.5
2025-08-28,25078.5
2025-08-29,25003.05078125
2025-09-01,25231.19921875
2025-09-02,25215.05078125
2025-09-03,25358.900390625
2025-09-04,25355.150390625
2025-09-05,25356.849609375
2025-09-08,25402.0
2025-09-09,25489.19921875
2025-09-10,25596.94921875
2025-09-11,25638.75
2025-09-12,25745.099609375
2025-09-15,25733.55078125
2025-09-16,25903.55078125
2025-09-17,25990.44921875
2025-09-18,26081.849609375
2025-09-19,26025.849609375
2025-09-22,25934.5
2025-09-23,25886.0
2025-09-24,25736.349609375
2025-09-25,25562.0
2025-09-26,25287.099609375
2025-09-29,25314.849609375
2025-09-30,25295.150390625
2025-10-01,25502.94921875
2025-10-03,25569.30078125
2025-10-06,25740.94921875
2025-10-07,25772.25
2025-10-08,25685.900390625
2025-10-09,25825.69921875
2025-10-10,25924.75
2025-10-13,25867.75
2025-10-14,25775.150390625
2025-10-15,25984.05078125
2025-10-16,26229.19921875
2025-10-17,26329.80078125
2025-10-20,26449.75
2025-10-21,26475.849609375
2025-10-23,26490.05078125
2025-10-24,26402.80078125
2025-10-27,26565.0
2025-10-28,26517.44921875
2025-10-29,26679.25
2025-10-30,26518.849609375
2025-10-31,26369.5
2025-11-03,26445.849609375
2025-11-04,26284.44921875
2025-11-06,26154.94921875
2025-11-07,26144.19921875
2025-11-10,26230.80078125
2025-11-11,26340.0
2025-11-12,26500.0
2025-11-13,26505.599609375
2025-11-14,26528.0
2025-11-17,26639.400390625
2025-11-18,26519.0
2025-11-19,26640.5
2025-11-20,26755.5
2025-11-21,26593.19921875
2025-11-24,26458.25
2025-11-25,26405.30078125
2025-11-26,26743.05078125
2025-11-27,26744.349609375
2025-11-28,26737.80078125
2025-12-01,26719.75
2025-12-02,26592.849609375
2025-12-03,26506.099609375
2025-12-04,26557.0
2025-12-05,26696.900390625
